post_datetime,views,likes,comments,shares,engagement_rate,sentiment_score,is_viral,platform_TikTok,platform_X,platform_YouTube Shorts,content_type_image,content_type_text,content_type_video,topic_Entertainment,topic_Lifestyle,topic_Politics,topic_Sports,topic_Technology,language_es,language_fr,language_hi,language_ur,region_India,region_Pakistan,region_UK,region_US,ai,funny,fyp,music,news,tech,trending,viral
2024-07-08,7246638,268394,4430,16033,0.0399,0.696,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0.0,0.0,0.51244331516979,0.49530722890237616,0.5018442707820256,0.0,0.4901274585432868,0.0
2024-11-07,3307160,413395,36225,41875,0.1486,0.286,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.5864753432423383,0.0,0.5743450685146929,0.0,0.0,0.5711168129565389
2024-05-27,7241071,381109,8710,42881,0.0598,0.25,1,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.0,0.4988060843780717,0.5122200273401125,0.0,0.0,0.0,0.4899138944411828,0.4988060843780717
2024-07-06,1300116,216686,37614,15359,0.2074,-0.274,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.5759516011360816,0.0,0.5840569027308661,0.0,0.5719766494545139,0.0,0.0,0.0
2024-08-14,2080900,208090,14601,33573,0.1232,0.548,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.0,0.0,0.719026688264767,0.6949824613348178,0.0,0.0,0.0,0.0
2024-12-14,10464720,373740,7088,17772,0.0381,-0.772,1,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.7154089680784527,0.0,0.6987059527390069,0.0
2024-10-30,7948818,441601,19068,67643,0.0665,-0.058,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0.5817533791767012,0.0,0.0,0.0,0.0,0.5858202406824851,0.5642496357315656,0.0
2024-06-07,9049215,430915,28534,35955,0.0547,-0.463,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.5706786361576975,0.0,0.5862988840226877,0.0,0.5749604445759215
2024-05-02,390137,35467,36806,99609,0.4406,-0.564,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.7090968043290471,0.0,0.0,0.7051111416580602
2024-12-07,893142,148857,41406,76909,0.2991,-0.455,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,0.5807808220415317,0.0,0.0,0.0,0.0,0.570427272750458,0.5807808220415317
2024-11-27,4819332,344238,31894,61269,0.0908,0.153,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,0.4942062173994749,0.5074964602800286,0.0,0.0,0.5039521526599994,0.0,0.4942062173994749
2024-09-06,285777,31753,26662,39953,0.3442,0.303,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.0,0.0,0.5924487893326195,0.5726373228494147,0.0,0.0,0.5666488581989456,0.0
2024-06-14,3211925,128477,12880,1623,0.0445,-0.978,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7046395310705114,0.0,0.0,0.0,0.0,0.7095654524092403,0.0,0.0
2024-04-16,1925680,192568,40765,81183,0.1633,0.464,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,0.0,0.0,0.5898846207915504,0.0,0.5776838307834739,0.0,0.5641963539450957,0.0
2024-08-06,2504645,227695,46833,47925,0.1287,0.147,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.57839046709052,0.5711701265686469,0.0,0.0,0.0,0.582433819497431,0.0,0.0
2024-11-16,7289640,404980,35742,89564,0.0727,-0.906,1,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,0.0,0.0,0.5131682138323362,0.4960078869793809,0.0,0.0,0.4908207893540468,0.49972943990148283
2024-05-19,2333833,101471,38714,61121,0.0863,-0.819,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.0,0.0,0.5851737461890298,0.5656055568902808,0.0,0.581086947698821,0.0,0.0
2024-12-04,12018150,480726,13086,53277,0.0455,0.674,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,0.0,0.0,0.5102034507612782,0.4931422654801692,0.49965073427278694,0.0,0.0,0.4968423176109652
2024-03-14,5378310,256110,24068,72356,0.0655,0.443,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.5077136249767319,0.4907356993814687,0.497212406426114,0.5041678006988547,0.0,0.0
2024-03-07,4335249,228171,28774,53303,0.0716,0.908,1,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,0.0,0.7001692752207828,0.0,0.0,0.0,0.7139768806038496,0.0,0.0
2024-07-11,3903432,487929,23868,21793,0.1367,0.08,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0.0,0.4445981176918331,0.45655429460812885,0.0,0.0,0.4533657622892162,0.4366722903374447,0.4445981176918331
2024-04-25,1713450,114230,1767,31988,0.0864,0.693,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0.5035204529895954,0.49723475269339096,0.5106064392470742,0.0,0.0,0.0,0.48837057480413265,0.0
2024-10-15,931380,155230,45425,38891,0.2572,0.247,0,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,0.7095510385898532,0.0,0.0,0.0,0.7046540453556346,0.0,0.0,0.0
2024-11-12,5990844,499237,1529,15049,0.0861,0.456,1,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.5018342056359958,0.5088542532346364,0.4901176283933166,0.4990135162065457
2024-10-07,409296,34108,65,74667,0.2659,-0.13,0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.5829501529468796,0.0,0.5693397206189804,0.5796735302777858
2024-08-18,6063068,275594,24359,45187,0.0569,0.599,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0.7134373910665139,0.0,0.0,0.0,0.0,0.7007189800684767,0.0
2024-09-10,4999830,499983,9655,85470,0.119,0.18,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,0.5078932736945281,0.0,0.0,0.4978178521556333,0.0,0.0,0.49261182647227,0.5015529852674204
2024-07-14,1083054,51574,26217,69627,0.1361,-0.726,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.57839046709052,0.0,0.0,0.0,0.0,0.582433819497431,0.0,0.5711701265686469
2024-12-12,3793713,180653,36413,94007,0.082,-0.63,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0.4471692490786171,0.0,0.44383911902682205,0.4496968871747546,0.4559875973684259,0.4391975862996819,0.0
2024-02-08,3047799,132513,44628,90328,0.0878,0.464,1,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.5010593858569637,0.0,0.5081107377956636,0.0,0.0,0.5045621401191516,0.48598355603844273,0.0
2024-02-07,1647288,183032,11349,1751,0.1191,0.385,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5040088133499845,0.4977170166045819,0.0,0.0,0.5005303775296853,0.0,0.0,0.4977170166045819
2024-11-14,7046534,320297,5324,15897,0.0485,-0.021,1,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,0.0,0.0,0.7144568579223042,0.0,0.6996794967467522,0.0,0.0,0.0
2024-10-14,1085756,77554,25069,27936,0.1202,0.177,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,0.0,0.0,0.5114991338302135,0.0,0.5009196182754576,0.0,0.4892243943668768,0.4981040695216953
2024-01-06,9228500,369140,12187,87834,0.0508,-0.054,1,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,0.0,0.0,0.45852218919694476,0.4431892234678496,0.449038414324278,0.0,0.43855448714818435,0.44651447734573685
2024-12-29,11890650,475626,44818,37199,0.0469,0.462,1,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.0,0.44256132324887343,0.45446272648589997,0.0,0.44506291490086153,0.4512888014823355,0.0,0.44256132324887343
2024-12-16,8897636,404438,15028,73544,0.0554,-0.156,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0.0,0.5735706014453743,0.5889951192559071,0.5692991433774613,0.0,0.0,0.0,0.0
2024-09-14,5543424,230976,6742,36063,0.0494,0.689,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.7141548858132769,0.0,0.0,0.6999877135129056,0.0,0.0,0.0,0.0
2024-10-10,784665,37365,17855,66151,0.1547,0.3,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,0.5797955486134646,0.0,0.0,0.5682937531355254,0.0,0.583848723519329,0.0,0.0
2024-03-12,5348523,314619,35440,96444,0.0835,-0.846,1,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.5810975122241011,0.0,0.0,0.0,0.5770870458432217,0.0,0.0,0.5738433782896726
2024-02-23,13195386,488718,2988,97242,0.0446,-0.191,1,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.0,0.0,0.51244331516979,0.49530722890237616,0.5018442707820256,0.0,0.4901274585432868,0.0
2024-10-15,1377360,172170,28540,6641,0.1505,0.581,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0.5836182338157047,0.0,0.0,0.5720406051522956,0.0,0.0,0.0,0.5763326324396639
2024-09-07,578540,115708,7569,27346,0.2604,0.772,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.5829501529468796,0.0,0.5693397206189804,0.5796735302777858
2024-02-04,476238,79373,9328,80766,0.3558,-0.951,0,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,0.4510093372457356,0.0,0.0,0.0,0.4478966793072015,0.45416220679157215,0.4374394087965324,0.44537915974671943
2024-04-25,7577053,445709,550,29431,0.0628,0.058,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.7044590602797189,0.0,0.0,0.0,0.7097446247699346
2024-03-18,4860449,441859,13924,69347,0.108,-0.981,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0.0,0.0,0.0,0.5740412849187333,0.0,0.58975357303861,0.5680381380656078,0.0
2024-06-07,7683200,307328,29634,51185,0.0505,-0.04,1,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0.4494440857948993,0.44383344812082914,0.4557690614667686,0.4405281602312338,0.446342230498244,0.0,0.0,0.0
2024-04-13,5610377,295283,19900,83692,0.0711,-0.203,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.44943695517104465,0.44382640651215594,0.0,0.0,0.4463351490866586,0.45257883267049037,0.0,0.44382640651215594
2024-11-09,2531352,105473,24579,3431,0.0527,0.475,1,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.45152454806856407,0.44588793893245665,0.4578788018501762,0.4425673509711166,0.0,0.0,0.4379391180023773,0.0
2024-08-08,558161,32833,20149,2051,0.0986,-0.291,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,0.7115340533700861,0.0,0.0,0.0,0.0,0.0,0.0,0.702651614169309
2024-06-21,715286,32513,34806,55620,0.1719,-0.533,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.7178232164863061,0.0,0.0,0.0,0.0,0.0,0.6962254159920145,0.0
2024-07-24,8244404,433916,25285,90094,0.0666,-0.144,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.0,0.6976637318627725,0.7164253745110578,0.0,0.0,0.0,0.0,0.0
2024-11-02,3389760,211860,23900,74692,0.0916,0.913,1,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.5807808220415317,0.0,0.0,0.0,0.0,0.570427272750458,0.5807808220415317
2024-01-02,674640,67464,45033,97660,0.3115,0.965,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.45151731796493966,0.44588079908586986,0.0,0.0,0.0,0.4546737386499815,0.4379321054374616,0.44588079908586986
2024-01-14,3192770,187810,40975,29758,0.081,0.978,1,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.0,0.5796735302777858,0.0,0.0,0.5829501529468796,0.0,0.5693397206189804,0.0
2024-11-04,3438072,286506,14904,62212,0.1058,0.885,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.5870737076550586,0.0,0.0,0.5754275304257375,0.0,0.0,0.5694098866443045,0.0
2024-07-28,10920078,474786,38202,41845,0.0508,0.025,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.5870737076550586,0.0,0.0,0.5754275304257375,0.0,0.0,0.5694098866443045,0.0
2024-12-03,9841817,339373,40047,61666,0.0448,-0.559,1,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0.45152454806856407,0.0,0.4578788018501762,0.4425673509711166,0.0,0.0,0.4379391180023773,0.44588793893245665
2024-12-27,4439344,158548,43518,55555,0.058,-0.3,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,0.0,0.49972943990148283,0.5131682138323362,0.4960078869793809,0.0,0.0,0.4908207893540468,0.0
2024-04-22,11995128,444264,8250,72751,0.0438,0.768,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.4539911873116626,0.4483237858712328,0.0,0.4449850578273421,0.0,0.0,0.4403315412253746,0.4483237858712328
2024-09-10,1077972,76998,18302,30449,0.1167,0.03,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0.4989059196640574,0.4926778249195619,0.5059269661171344,0.0,0.0,0.5023936196969491,0.0,0.0
2024-03-14,2931187,418741,26690,24579,0.1603,-0.551,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.6974966320534551,0.0,0.7165880603764528,0.0,0.0
2024-03-08,7816399,269531,33665,75759,0.0485,0.186,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.4455977639077897,0.0,0.4422793369192176,0.4481165191350951,0.45438512191014657,0.0,0.4455977639077897
2024-04-06,452413,34801,17769,17675,0.1553,-0.218,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.720242537222878,0.6937223418448848,0.0
2024-02-14,306194,43742,32289,65161,0.4611,0.911,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.58218524572861,0.5749175330670991,0.0,0.0,0.0,0.0,0.0,0.5749175330670991
2024-04-26,5475325,288175,28846,29193,0.0632,0.31,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,0.0,0.44383911902682205,0.4496968871747546,0.4559875973684259,0.4391975862996819,0.4471692490786171
2024-12-13,6213304,327016,15590,25560,0.0593,-0.99,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,0.0,0.5871309941384782,0.0,0.0,0.5830305264123938,0.5615626420919122,0.0
2024-12-14,3364372,152926,3977,70832,0.0677,-0.838,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.49403808461838633,0.5005583763905235,0.5075605766963125,0.0,0.49774485809055413
2024-04-17,3496599,388511,9908,3021,0.1148,0.983,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0.44994679004041443,0.4443298768551785,0.45627884021214593,0.441020891993463,0.0,0.0,0.0,0.4443298768551785
2024-02-19,11427619,496853,9521,2397,0.0445,0.649,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.0,0.0,0.0,0.0,0.5757248630933737,0.5837785507401021,0.0,0.5724888520415943
2024-10-25,1593156,132763,11308,30562,0.1096,0.131,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,0.7115340533700861,0.702651614169309,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,5978160,259920,34085,86232,0.0636,0.736,1,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0.5022494121148234,0.0,0.5093175111581527,0.49228595166592115,0.0,0.0,0.0,0.4959795788642487
2024-04-02,3976940,198847,47461,96827,0.0863,0.417,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.0,0.44494986114925006,0.4569154971856785,0.4416362591804021,0.4474649540860503,0.0,0.0,0.44494986114925006
2024-07-24,5970244,426446,32093,26293,0.0812,-0.788,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.5759516011360816,0.0,0.5840569027308661,0.0,0.5719766494545139,0.0,0.0,0.0
2024-10-18,763114,69374,2474,53948,0.1648,0.763,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.0,0.4997193887957982,0.0,0.0,0.0,0.5095740459008018,0.4908109174288967,0.4997193887957982
2024-03-31,1145584,49808,9022,68345,0.111,0.758,0,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,0.7021488897511138,0.0,0.7120301514832628,0.0,0.0,0.0,0.0,0.0
2024-02-11,1175235,78349,40334,2720,0.1033,-0.543,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.45035420788174546,0.0,0.45669199159857443,0.0,0.44724607134320726,0.0,0.43680399090603106,0.4447322086936853
2024-09-01,341072,42634,36771,92242,0.5033,0.112,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.0,0.5796735302777858,0.0,0.0,0.5829501529468796,0.0,0.5693397206189804,0.0
2024-09-15,2080144,189104,26593,91660,0.1478,-0.614,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0.5013352374952338,0.49507681634846346,0.5083904714627695,0.0,0.0,0.0,0.0,0.49507681634846346
2024-03-29,6357936,489072,9887,66673,0.089,0.264,1,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0.0,0.5724888520415943,0.0,0.0,0.5757248630933737,0.5837785507401021,0.0,0.0
2024-03-20,4567864,163138,7014,12988,0.0401,0.637,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,0.5024559140542513,0.0,0.0,0.4924883570870525,0.49898819562696684,0.505968431021686,0.0,0.0
2024-02-21,1453969,132179,5450,76243,0.1471,0.083,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,0.0,0.0,0.44383911902682205,0.4496968871747546,0.4559875973684259,0.4391975862996819,0.4471692490786171
2024-05-02,8274937,435523,13286,61247,0.0616,0.864,1,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0.0,0.0,0.7226670133642387,0.0,0.0,0.0,0.6911963453283092,0.0
2024-03-01,9561600,398400,16666,13508,0.0448,0.376,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4510165429736748,0.0,0.45736364765717236,0.4420694235160387,0.44790383530453776,0.0,0.4374463977191763,0.0
2024-08-10,6051152,378197,7496,50193,0.072,-0.865,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.4990135162065457,0.0,0.0,0.5018342056359958,0.5088542532346364,0.4901176283933166,0.0
2024-07-06,2063852,73709,9082,20954,0.0503,-0.909,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.501506726021786,0.0,0.0,0.5043415083973044,0.0,0.4925663918877842,0.501506726021786
2024-12-07,6272527,330133,23826,37568,0.0624,0.938,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.5837689674079595,0.0,0.0,0.5796919797608359,0.0,0.5684813112956374
2024-08-31,1861800,77575,25343,87267,0.1022,0.517,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.5797955486134646,0.0,0.0,0.5682937531355254,0.0,0.583848723519329,0.0,0.0
2024-04-23,4146142,218218,44069,7814,0.0651,-0.023,1,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.0,0.0,0.4560435930821111,0.0,0.4466110838801298,0.4528586274546966,0.436183828816704,0.4441007903424875
2024-06-19,2516562,93206,27087,29242,0.0594,-0.108,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0,0.44650730735970595,0.0,0.0,0.4490312038096779,0.4553126019061347,0.4385474449811188,0.44650730735970595
2024-02-04,2017911,288273,13030,14289,0.1564,-0.097,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.0,0.5711168129565389,0.5864753432423383,0.0,0.5743450685146929,0.0,0.0,0.0
2024-04-25,3196950,213130,3347,41847,0.0808,-0.558,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.7178232164863061,0.0,0.0,0.0,0.0,0.0,0.6962254159920145,0.0
2024-02-26,10892664,453861,46771,78798,0.0532,0.309,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.5022494121148234,0.4959795788642487,0.5093175111581527,0.49228595166592115,0.0,0.0,0.0,0.0
2024-04-25,7107150,284286,44418,93624,0.0594,0.819,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,0.0,0.44896066336837614,0.0,0.44561719241137837,0.45149842748953456,0.0,0.4409570651407384,0.44896066336837614
2024-09-04,2590160,259016,28607,53332,0.1316,0.52,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,0.0,0.7108137486232681,0.0,0.0,0.7033802774944272,0.0
2024-09-21,1633680,163368,5631,7425,0.108,-0.54,0,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.0,0.7134373910665139,0.0,0.0,0.0,0.0,0.7007189800684767,0.0
2024-11-10,8301216,395296,48295,26432,0.0566,0.303,1,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0.5037285273316302,0.0,0.0,0.0,0.5002520259158499,0.5072499407526735,0.4885723886240444,0.0
2024-08-28,529700,26485,38163,23020,0.1655,0.086,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,0.0,0.4942062173994749,0.5074964602800286,0.0,0.0,0.5039521526599994,0.0,0.4942062173994749
2024-04-14,7095175,283807,39346,5777,0.0464,-0.693,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.44943695517104465,0.44382640651215594,0.0,0.0,0.4463351490866586,0.45257883267049037,0.0,0.44382640651215594
2024-11-18,8285136,345214,46770,85554,0.0576,-0.964,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.7095510385898532,0.0,0.0,0.0,0.7046540453556346,0.0,0.0,0.0
2024-10-29,4824000,192960,17348,38828,0.0516,0.824,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0.0,0.4458554348539018,0.45784542366869957,0.0,0.4483756465742487,0.0,0.43790719337232814,0.4458554348539018
2024-06-28,12961289,446941,15256,527,0.0357,-0.998,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0,0.0,0.7095802607753634,0.0,0.0,0.7046246188701949,0.0,0.0
2024-02-01,4170400,260650,11541,28542,0.0721,-0.505,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.5040088133499845,0.4977170166045819,0.0,0.0,0.5005303775296853,0.0,0.0,0.4977170166045819
2024-07-14,7857724,270956,38570,65456,0.0477,-0.678,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7115340533700861,0.0,0.0,0.0,0.0,0.0,0.0,0.702651614169309
2024-06-23,779094,129849,5114,49269,0.2365,0.595,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0.5078932736945281,0.0,0.0,0.4978178521556333,0.0,0.0,0.49261182647227,0.5015529852674204
2024-01-16,5343366,254446,29764,85709,0.0692,-0.977,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.7097446247699346,0.0,0.7044590602797189,0.0,0.0,0.0,0.0
2024-07-15,5595150,254325,26594,30016,0.0556,-0.04,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.57839046709052,0.5711701265686469,0.0,0.0,0.0,0.582433819497431,0.0,0.0
2024-04-23,2898270,193218,41130,26144,0.0899,0.39,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.0,0.0,0.7095802607753634,0.0,0.0,0.7046246188701949,0.0,0.0
2024-03-15,772656,64388,20586,52649,0.1781,0.449,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.45152454806856407,0.0,0.4578788018501762,0.4425673509711166,0.0,0.0,0.4379391180023773,0.44588793893245665
2024-01-19,1457358,69398,46172,75305,0.131,-0.794,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.7115340533700861,0.702651614169309,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-17,11585210,445585,38564,74320,0.0482,0.236,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.7046395310705114,0.0,0.0,0.0,0.0,0.7095654524092403,0.0,0.0
2024-02-25,3732372,311031,35493,74442,0.1128,-0.98,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.0,0.5822397706041036,0.0,0.5779037520575822,0.0,0.0,0.5718602127134301,0.0
2024-01-03,973275,194655,49158,6369,0.2571,0.765,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.57839046709052,0.5711701265686469,0.0,0.0,0.0,0.582433819497431,0.0,0.0
2024-07-23,12406810,477185,23121,56986,0.0449,-0.356,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.5028162515535622,0.0,0.5098923276640578,0.0,0.4993460462434461,0.0,0.4876875613176865,0.0
2024-07-15,3820194,212233,23403,98394,0.0874,0.386,1,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,0.5044365740972876,0.0,0.0,0.0,0.0,0.5079629372586137,0.48925913174218244,0.49813943739828415
2024-06-21,3434886,127218,3046,65642,0.057,0.341,1,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,0.0,0.5684813112956374,0.5837689674079595,0.0,0.0,0.5796919797608359,0.0,0.0
2024-12-01,358029,51147,6095,57661,0.3209,0.792,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.45035420788174546,0.0,0.45669199159857443,0.0,0.44724607134320726,0.0,0.43680399090603106,0.4447322086936853
2024-09-08,2796924,215148,39690,26016,0.1004,0.418,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.5803494024437424,0.0,0.5885165937978092,0.0,0.0,0.0,0.5628879017245046,0.0
